TIMESTAMP,SENSOR_ID,VALUE,UNIT,MESSAGE
2025-05-23T15:19:23.583110,SYSTEM,0.0,LOG,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:19:24.084941,SYSTEM,0.0,LOG,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:19:24.084941,AQ001,339.18,AQI
2025-05-23T15:19:25.086915,SYSTEM,0.0,LOG,INFO,"Wysyłanie pakietu: {'sensor_id': 'T001', 'timestamp': '2025-05-23T15:19:25.086915', 'value': 25.37, 'unit': '°C'} (próba 1)"
2025-05-23T15:19:30.092151,SYSTEM,0.0,LOG,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:19:30.592805,SYSTEM,0.0,LOG,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:19:30.593761,T001,25.37,°C
2025-05-23T15:19:30.594761,SYSTEM,0.0,LOG,INFO,"Wysyłanie pakietu: {'sensor_id': 'H001', 'timestamp': '2025-05-23T15:19:30.594761', 'value': 61.92, 'unit': '%'} (próba 1)"
2025-05-23T15:19:35.605384,SYSTEM,0.0,LOG,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:19:36.107238,SYSTEM,0.0,LOG,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:19:36.108195,H001,61.92,%
2025-05-23T15:19:36.110195,SYSTEM,0.0,LOG,INFO,"Wysyłanie pakietu: {'sensor_id': 'L001', 'timestamp': '2025-05-23T15:19:36.109193', 'value': 2945.22, 'unit': 'lx'} (próba 1)"
2025-05-23T15:19:41.118217,SYSTEM,0.0,LOG,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:19:41.619321,SYSTEM,0.0,LOG,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:19:41.620337,L001,2945.22,lx
2025-05-23T15:19:41.622321,SYSTEM,0.0,LOG,INFO,"Wysyłanie pakietu: {'sensor_id': 'AQ001', 'timestamp': '2025-05-23T15:19:41.622321', 'value': 333.84, 'unit': 'AQI'} (próba 1)"
2025-05-23T15:19:46.632698,SYSTEM,0.0,LOG,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:19:47.135152,SYSTEM,0.0,LOG,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:19:47.136108,AQ001,333.84,AQI
2025-05-23T15:19:48.138731,SYSTEM,0.0,LOG,INFO,"Wysyłanie pakietu: {'sensor_id': 'T001', 'timestamp': '2025-05-23T15:19:48.138731', 'value': 25.66, 'unit': '°C'} (próba 1)"
2025-05-23T15:19:53.141632,SYSTEM,0.0,LOG,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:19:53.643717,SYSTEM,0.0,LOG,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:19:53.643717,T001,25.66,°C
2025-05-23T15:19:53.643717,SYSTEM,0.0,LOG,INFO,"Wysyłanie pakietu: {'sensor_id': 'H001', 'timestamp': '2025-05-23T15:19:53.643717', 'value': 61.69, 'unit': '%'} (próba 1)"
2025-05-23T15:19:58.646408,SYSTEM,0.0,LOG,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:19:59.148351,SYSTEM,0.0,LOG,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:19:59.149348,H001,61.69,%
2025-05-23T15:19:59.150348,SYSTEM,0.0,LOG,INFO,"Wysyłanie pakietu: {'sensor_id': 'L001', 'timestamp': '2025-05-23T15:19:59.150348', 'value': 2962.18, 'unit': 'lx'} (próba 1)"
2025-05-23T15:20:04.164468,SYSTEM,0.0,LOG,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:20:04.665141,SYSTEM,0.0,LOG,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:20:04.665141,L001,2962.18,lx
2025-05-23T15:20:04.665803,SYSTEM,0.0,LOG,INFO,"Wysyłanie pakietu: {'sensor_id': 'AQ001', 'timestamp': '2025-05-23T15:20:04.665803', 'value': 323.99, 'unit': 'AQI'} (próba 1)"
2025-05-23T15:20:09.667821,SYSTEM,0.0,LOG,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:20:10.169659,SYSTEM,0.0,LOG,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:20:10.169659,AQ001,323.99,AQI
----- KONIEC SESJI -----
2025-05-23T15:43:51.432420,SYSTEM,0.0,LOG,INFO,Łączenie z 127.0.0.1:8080...
2025-05-23T15:43:51.432420,SYSTEM,0.0,LOG,INFO,Połączenie nawiązane.
2025-05-23T15:43:51.433392,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'T001', 'timestamp': '2025-05-23T15:43:51.433392', 'value': 34.68, 'unit': '°C'} (próba 1)"
2025-05-23T15:43:56.445347,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:43:56.947353,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'T001', 'timestamp': '2025-05-23T15:43:51.433392', 'value': 34.68, 'unit': '°C'} (próba 2)"
2025-05-23T15:44:01.961835,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 2)
2025-05-23T15:44:02.463161,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'T001', 'timestamp': '2025-05-23T15:43:51.433392', 'value': 34.68, 'unit': '°C'} (próba 3)"
2025-05-23T15:44:07.470631,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 3)
2025-05-23T15:44:07.973000,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:44:07.973000,T001,34.68,°C
2025-05-23T15:44:07.973999,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'H001', 'timestamp': '2025-05-23T15:44:07.973999', 'value': 78.35, 'unit': '%'} (próba 1)"
2025-05-23T15:44:12.984129,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:44:13.486044,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'H001', 'timestamp': '2025-05-23T15:44:07.973999', 'value': 78.35, 'unit': '%'} (próba 2)"
2025-05-23T15:44:18.500890,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 2)
2025-05-23T15:44:19.003281,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'H001', 'timestamp': '2025-05-23T15:44:07.973999', 'value': 78.35, 'unit': '%'} (próba 3)"
2025-05-23T15:44:24.016423,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 3)
2025-05-23T15:44:24.518870,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:44:24.519869,H001,78.35,%
2025-05-23T15:44:24.521884,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'L001', 'timestamp': '2025-05-23T15:44:24.520884', 'value': 682.99, 'unit': 'lx'} (próba 1)"
2025-05-23T15:44:29.525931,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:44:30.028256,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'L001', 'timestamp': '2025-05-23T15:44:24.520884', 'value': 682.99, 'unit': 'lx'} (próba 2)"
2025-05-23T15:44:35.032653,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 2)
2025-05-23T15:44:35.534928,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'L001', 'timestamp': '2025-05-23T15:44:24.520884', 'value': 682.99, 'unit': 'lx'} (próba 3)"
2025-05-23T15:44:40.539306,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 3)
2025-05-23T15:44:41.040003,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:44:41.041002,L001,682.99,lx
2025-05-23T15:44:41.043021,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'AQ001', 'timestamp': '2025-05-23T15:44:41.043021', 'value': 200.59, 'unit': 'AQI'} (próba 1)"
2025-05-23T15:44:46.048355,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:44:46.551113,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'AQ001', 'timestamp': '2025-05-23T15:44:41.043021', 'value': 200.59, 'unit': 'AQI'} (próba 2)"
2025-05-23T15:44:51.557482,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 2)
2025-05-23T15:44:52.060045,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'AQ001', 'timestamp': '2025-05-23T15:44:41.043021', 'value': 200.59, 'unit': 'AQI'} (próba 3)"
2025-05-23T15:44:57.061416,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 3)
2025-05-23T15:44:57.562051,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:44:57.562051,AQ001,200.59,AQI
2025-05-23T15:44:58.563575,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'T001', 'timestamp': '2025-05-23T15:44:58.563575', 'value': 35, 'unit': '°C'} (próba 1)"
2025-05-23T15:45:03.578956,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:45:04.080956,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'T001', 'timestamp': '2025-05-23T15:44:58.563575', 'value': 35, 'unit': '°C'} (próba 2)"
2025-05-23T15:45:09.090040,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 2)
2025-05-23T15:45:09.592640,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'T001', 'timestamp': '2025-05-23T15:44:58.563575', 'value': 35, 'unit': '°C'} (próba 3)"
2025-05-23T15:45:14.598538,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 3)
2025-05-23T15:45:15.101425,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:45:15.101425,T001,35,°C
2025-05-23T15:45:15.102392,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'H001', 'timestamp': '2025-05-23T15:45:15.102392', 'value': 78.64, 'unit': '%'} (próba 1)"
2025-05-23T15:45:20.107530,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:45:20.610189,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'H001', 'timestamp': '2025-05-23T15:45:15.102392', 'value': 78.64, 'unit': '%'} (próba 2)"
2025-05-23T15:45:25.624153,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 2)
2025-05-23T15:45:26.126794,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'H001', 'timestamp': '2025-05-23T15:45:15.102392', 'value': 78.64, 'unit': '%'} (próba 3)"
2025-05-23T15:45:31.135224,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 3)
2025-05-23T15:45:31.637715,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:45:31.637715,H001,78.64,%
2025-05-23T15:45:31.637715,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'L001', 'timestamp': '2025-05-23T15:45:31.637715', 'value': 667.12, 'unit': 'lx'} (próba 1)"
2025-05-23T15:45:36.643046,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:45:37.145326,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'L001', 'timestamp': '2025-05-23T15:45:31.637715', 'value': 667.12, 'unit': 'lx'} (próba 2)"
2025-05-23T15:45:42.149733,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 2)
2025-05-23T15:45:42.650590,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'L001', 'timestamp': '2025-05-23T15:45:31.637715', 'value': 667.12, 'unit': 'lx'} (próba 3)"
2025-05-23T15:45:47.655666,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 3)
2025-05-23T15:45:48.156456,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:45:48.157456,L001,667.12,lx
2025-05-23T15:45:48.159416,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'AQ001', 'timestamp': '2025-05-23T15:45:48.159416', 'value': 180.59, 'unit': 'AQI'} (próba 1)"
2025-05-23T15:45:53.166288,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:45:53.668410,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'AQ001', 'timestamp': '2025-05-23T15:45:48.159416', 'value': 180.59, 'unit': 'AQI'} (próba 2)"
2025-05-23T15:45:58.672762,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 2)
2025-05-23T15:45:59.174817,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'AQ001', 'timestamp': '2025-05-23T15:45:48.159416', 'value': 180.59, 'unit': 'AQI'} (próba 3)"
2025-05-23T15:46:04.191340,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 3)
2025-05-23T15:46:04.692211,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:46:04.692211,AQ001,180.59,AQI
2025-05-23T15:46:05.693981,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'T001', 'timestamp': '2025-05-23T15:46:05.693981', 'value': 35, 'unit': '°C'} (próba 1)"
2025-05-23T15:46:10.709583,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:46:11.210733,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'T001', 'timestamp': '2025-05-23T15:46:05.693981', 'value': 35, 'unit': '°C'} (próba 2)"
2025-05-23T15:46:16.213886,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 2)
2025-05-23T15:46:16.714589,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'T001', 'timestamp': '2025-05-23T15:46:05.693981', 'value': 35, 'unit': '°C'} (próba 3)"
2025-05-23T15:46:21.719117,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 3)
2025-05-23T15:46:22.221415,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:46:22.221415,T001,35,°C
2025-05-23T15:46:22.221415,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'H001', 'timestamp': '2025-05-23T15:46:22.221415', 'value': 79.06, 'unit': '%'} (próba 1)"
2025-05-23T15:46:27.222992,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:46:27.723710,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'H001', 'timestamp': '2025-05-23T15:46:22.221415', 'value': 79.06, 'unit': '%'} (próba 2)"
2025-05-23T15:46:32.727058,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 2)
2025-05-23T15:46:33.228455,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'H001', 'timestamp': '2025-05-23T15:46:22.221415', 'value': 79.06, 'unit': '%'} (próba 3)"
2025-05-23T15:46:38.232808,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 3)
2025-05-23T15:46:38.734752,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:46:38.734752,H001,79.06,%
2025-05-23T15:46:38.734752,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'L001', 'timestamp': '2025-05-23T15:46:38.734752', 'value': 610.52, 'unit': 'lx'} (próba 1)"
2025-05-23T15:46:43.748740,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:46:44.250979,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'L001', 'timestamp': '2025-05-23T15:46:38.734752', 'value': 610.52, 'unit': 'lx'} (próba 2)"
2025-05-23T15:46:49.254688,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 2)
2025-05-23T15:46:49.756217,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'L001', 'timestamp': '2025-05-23T15:46:38.734752', 'value': 610.52, 'unit': 'lx'} (próba 3)"
2025-05-23T15:46:54.771375,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 3)
2025-05-23T15:46:55.273120,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:46:55.274119,L001,610.52,lx
2025-05-23T15:46:55.275119,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'AQ001', 'timestamp': '2025-05-23T15:46:55.275119', 'value': 188.19, 'unit': 'AQI'} (próba 1)"
2025-05-23T15:47:00.283504,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:47:00.785471,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'AQ001', 'timestamp': '2025-05-23T15:46:55.275119', 'value': 188.19, 'unit': 'AQI'} (próba 2)"
2025-05-23T15:47:05.789629,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 2)
2025-05-23T15:47:06.292121,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'AQ001', 'timestamp': '2025-05-23T15:46:55.275119', 'value': 188.19, 'unit': 'AQI'} (próba 3)"
2025-05-23T15:47:11.294222,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 3)
2025-05-23T15:47:11.796264,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:47:11.797224,AQ001,188.19,AQI
----- KONIEC SESJI -----
2025-05-23T15:56:24.380367,SYSTEM,0.0,LOG,INFO,Łączenie z 127.0.0.1:8081...
2025-05-23T15:56:24.380367,SYSTEM,0.0,LOG,INFO,Połączenie nawiązane.
2025-05-23T15:56:24.381367,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'T001', 'timestamp': '2025-05-23T15:56:24.381367', 'value': 20.48, 'unit': '°C'} (próba 1)"
2025-05-23T15:56:24.893179,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:56:25.394886,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:56:25.395885,T001,20.48,°C
2025-05-23T15:56:25.396884,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'H001', 'timestamp': '2025-05-23T15:56:25.396884', 'value': 59.31, 'unit': '%'} (próba 1)"
2025-05-23T15:56:25.907217,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:56:26.409312,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:56:26.410309,H001,59.31,%
2025-05-23T15:56:26.411308,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'L001', 'timestamp': '2025-05-23T15:56:26.411308', 'value': 9687.89, 'unit': 'lx'} (próba 1)"
2025-05-23T15:56:26.919267,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:56:27.421587,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:56:27.422583,L001,9687.89,lx
2025-05-23T15:56:27.423581,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'AQ001', 'timestamp': '2025-05-23T15:56:27.423581', 'value': 119.98, 'unit': 'AQI'} (próba 1)"
2025-05-23T15:56:27.930616,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:56:28.432405,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:56:28.433402,AQ001,119.98,AQI
2025-05-23T15:56:29.436689,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'T001', 'timestamp': '2025-05-23T15:56:29.436689', 'value': 21.92, 'unit': '°C'} (próba 1)"
2025-05-23T15:56:29.946561,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:56:30.448587,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:56:30.448587,T001,21.92,°C
2025-05-23T15:56:30.448587,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'H001', 'timestamp': '2025-05-23T15:56:30.448587', 'value': 57.64, 'unit': '%'} (próba 1)"
2025-05-23T15:56:30.958873,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:56:31.461555,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:56:31.461555,H001,57.64,%
2025-05-23T15:56:31.461555,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'L001', 'timestamp': '2025-05-23T15:56:31.461555', 'value': 9752.89, 'unit': 'lx'} (próba 1)"
2025-05-23T15:56:31.967178,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:56:32.468985,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:56:32.468985,L001,9752.89,lx
2025-05-23T15:56:32.468985,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'AQ001', 'timestamp': '2025-05-23T15:56:32.468985', 'value': 127.05, 'unit': 'AQI'} (próba 1)"
2025-05-23T15:56:32.972240,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:56:33.473517,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:56:33.474475,AQ001,127.05,AQI
2025-05-23T15:56:34.476690,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'T001', 'timestamp': '2025-05-23T15:56:34.476690', 'value': 20.92, 'unit': '°C'} (próba 1)"
2025-05-23T15:56:34.978189,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:56:35.480124,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:56:35.481123,T001,20.92,°C
2025-05-23T15:56:35.482122,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'H001', 'timestamp': '2025-05-23T15:56:35.482122', 'value': 58.21, 'unit': '%'} (próba 1)"
2025-05-23T15:56:35.986229,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:56:36.488842,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:56:36.488842,H001,58.21,%
2025-05-23T15:56:36.488842,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'L001', 'timestamp': '2025-05-23T15:56:36.488842', 'value': 9655.14, 'unit': 'lx'} (próba 1)"
2025-05-23T15:56:36.997733,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:56:37.499170,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:56:37.499170,L001,9655.14,lx
2025-05-23T15:56:37.499170,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'AQ001', 'timestamp': '2025-05-23T15:56:37.499170', 'value': 121.81, 'unit': 'AQI'} (próba 1)"
2025-05-23T15:56:38.007101,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:56:38.508919,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:56:38.509975,AQ001,121.81,AQI
----- KONIEC SESJI -----
2025-05-23T15:57:55.140112,SYSTEM,0.0,LOG,INFO,Łączenie z 127.0.0.1:8081...
2025-05-23T15:57:55.140112,SYSTEM,0.0,LOG,INFO,Połączenie nawiązane.
2025-05-23T15:57:55.141112,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'T001', 'timestamp': '2025-05-23T15:57:55.141112', 'value': 19.13, 'unit': '°C'} (próba 1)"
2025-05-23T15:57:55.650715,NETWORK,0,ERROR,ERROR,Błąd wysyłania/odbioru: timed out (próba 1)
2025-05-23T15:57:56.152863,NETWORK,0,ERROR,ERROR,Wyczerpano limit prób wysyłki.
2025-05-23T15:57:56.154041,T001,19.13,°C
2025-05-23T15:57:56.154949,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu: {'sensor_id': 'H001', 'timestamp': '2025-05-23T15:57:56.154949', 'value': 72.63, 'unit': '%'} (próba 1)"
