timestamp,sensor_id,value,unit,level,message
2025-06-03T15:44:15.627338,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'T001', 'timestamp': '2025-06-03T15:44:15.627239', 'value': 31.26, 'unit': '°C'}"
2025-06-03T15:44:15.630592,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:15.630802,T001,31.26,°C,,
2025-06-03T15:44:15.630992,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'H001', 'timestamp': '2025-06-03T15:44:15.630935', 'value': 78.79, 'unit': '%'}"
2025-06-03T15:44:15.633560,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:15.633746,H001,78.79,%,,
2025-06-03T15:44:15.634020,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'L001', 'timestamp': '2025-06-03T15:44:15.633943', 'value': 6872.31, 'unit': 'lx'}"
2025-06-03T15:44:15.636625,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:15.636846,L001,6872.31,lx,,
2025-06-03T15:44:15.637135,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'AQ001', 'timestamp': '2025-06-03T15:44:15.637051', 'value': 21.5, 'unit': 'AQI'}"
2025-06-03T15:44:15.640180,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:15.640396,AQ001,21.5,AQI,,
2025-06-03T15:44:16.640955,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'T001', 'timestamp': '2025-06-03T15:44:16.640901', 'value': 29.57, 'unit': '°C'}"
2025-06-03T15:44:16.643195,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:16.643307,T001,29.57,°C,,
2025-06-03T15:44:16.643420,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'H001', 'timestamp': '2025-06-03T15:44:16.643383', 'value': 79.87, 'unit': '%'}"
2025-06-03T15:44:16.645196,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:16.645319,H001,79.87,%,,
2025-06-03T15:44:16.645429,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'L001', 'timestamp': '2025-06-03T15:44:16.645393', 'value': 6926.57, 'unit': 'lx'}"
2025-06-03T15:44:16.647193,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:16.647359,L001,6926.57,lx,,
2025-06-03T15:44:16.647538,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'AQ001', 'timestamp': '2025-06-03T15:44:16.647483', 'value': 30.6, 'unit': 'AQI'}"
2025-06-03T15:44:16.649357,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:16.649489,AQ001,30.6,AQI,,
2025-06-03T15:44:17.649766,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'T001', 'timestamp': '2025-06-03T15:44:17.649727', 'value': 28.93, 'unit': '°C'}"
2025-06-03T15:44:17.651270,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:17.651409,T001,28.93,°C,,
2025-06-03T15:44:17.651486,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'H001', 'timestamp': '2025-06-03T15:44:17.651456', 'value': 80.49, 'unit': '%'}"
2025-06-03T15:44:17.652663,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:17.652749,H001,80.49,%,,
2025-06-03T15:44:17.652818,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'L001', 'timestamp': '2025-06-03T15:44:17.652797', 'value': 7025.66, 'unit': 'lx'}"
2025-06-03T15:44:17.653693,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:17.653774,L001,7025.66,lx,,
2025-06-03T15:44:17.653848,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'AQ001', 'timestamp': '2025-06-03T15:44:17.653824', 'value': 39.41, 'unit': 'AQI'}"
2025-06-03T15:44:17.654692,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:17.654752,AQ001,39.41,AQI,,
2025-06-03T15:44:18.655791,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'T001', 'timestamp': '2025-06-03T15:44:18.655708', 'value': 29.87, 'unit': '°C'}"
2025-06-03T15:44:18.658928,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:18.659175,T001,29.87,°C,,
2025-06-03T15:44:18.659396,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'H001', 'timestamp': '2025-06-03T15:44:18.659304', 'value': 79.13, 'unit': '%'}"
2025-06-03T15:44:18.662237,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:18.662421,H001,79.13,%,,
2025-06-03T15:44:18.662599,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'L001', 'timestamp': '2025-06-03T15:44:18.662539', 'value': 7030.53, 'unit': 'lx'}"
2025-06-03T15:44:18.665467,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:18.665667,L001,7030.53,lx,,
2025-06-03T15:44:18.665916,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'AQ001', 'timestamp': '2025-06-03T15:44:18.665857', 'value': 9.68, 'unit': 'AQI'}"
2025-06-03T15:44:18.668493,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:18.668692,AQ001,9.68,AQI,,
2025-06-03T15:44:19.669519,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'T001', 'timestamp': '2025-06-03T15:44:19.669448', 'value': 29.07, 'unit': '°C'}"
2025-06-03T15:44:19.672159,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:19.672315,T001,29.07,°C,,
2025-06-03T15:44:19.672466,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'H001', 'timestamp': '2025-06-03T15:44:19.672409', 'value': 80.8, 'unit': '%'}"
2025-06-03T15:44:19.674757,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:19.674892,H001,80.8,%,,
2025-06-03T15:44:19.675020,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'L001', 'timestamp': '2025-06-03T15:44:19.674976', 'value': 7073.18, 'unit': 'lx'}"
2025-06-03T15:44:19.677328,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:19.677460,L001,7073.18,lx,,
2025-06-03T15:44:19.677591,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'AQ001', 'timestamp': '2025-06-03T15:44:19.677546', 'value': 11.21, 'unit': 'AQI'}"
2025-06-03T15:44:19.679982,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:19.680113,AQ001,11.21,AQI,,
2025-06-03T15:44:20.681095,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'T001', 'timestamp': '2025-06-03T15:44:20.681011', 'value': 31.0, 'unit': '°C'}"
2025-06-03T15:44:20.684313,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:20.684500,T001,31.0,°C,,
2025-06-03T15:44:20.684682,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'H001', 'timestamp': '2025-06-03T15:44:20.684626', 'value': 79.69, 'unit': '%'}"
2025-06-03T15:44:20.687435,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:20.687495,H001,79.69,%,,
2025-06-03T15:44:20.687547,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'L001', 'timestamp': '2025-06-03T15:44:20.687529', 'value': 7048.36, 'unit': 'lx'}"
2025-06-03T15:44:20.688593,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:20.688645,L001,7048.36,lx,,
2025-06-03T15:44:20.688694,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'AQ001', 'timestamp': '2025-06-03T15:44:20.688678', 'value': 5.23, 'unit': 'AQI'}"
2025-06-03T15:44:20.689779,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:20.689836,AQ001,5.23,AQI,,
2025-06-03T15:44:21.690330,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'T001', 'timestamp': '2025-06-03T15:44:21.690277', 'value': 32.88, 'unit': '°C'}"
2025-06-03T15:44:21.692224,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:21.692329,T001,32.88,°C,,
2025-06-03T15:44:21.692407,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'H001', 'timestamp': '2025-06-03T15:44:21.692381', 'value': 79.0, 'unit': '%'}"
2025-06-03T15:44:21.693781,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:21.693851,H001,79.0,%,,
2025-06-03T15:44:21.693922,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'L001', 'timestamp': '2025-06-03T15:44:21.693898', 'value': 7092.38, 'unit': 'lx'}"
2025-06-03T15:44:21.695116,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:21.695196,L001,7092.38,lx,,
2025-06-03T15:44:21.695271,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'AQ001', 'timestamp': '2025-06-03T15:44:21.695247', 'value': 5.12, 'unit': 'AQI'}"
2025-06-03T15:44:21.696282,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:21.696395,AQ001,5.12,AQI,,
2025-06-03T15:44:22.697053,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'T001', 'timestamp': '2025-06-03T15:44:22.697015', 'value': 34.21, 'unit': '°C'}"
2025-06-03T15:44:22.698617,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:22.698708,T001,34.21,°C,,
2025-06-03T15:44:22.698811,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'H001', 'timestamp': '2025-06-03T15:44:22.698784', 'value': 77.26, 'unit': '%'}"
2025-06-03T15:44:22.699997,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:22.700095,H001,77.26,%,,
2025-06-03T15:44:22.700195,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'L001', 'timestamp': '2025-06-03T15:44:22.700165', 'value': 7072.73, 'unit': 'lx'}"
2025-06-03T15:44:22.701229,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:22.701314,L001,7072.73,lx,,
2025-06-03T15:44:22.701401,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'AQ001', 'timestamp': '2025-06-03T15:44:22.701379', 'value': 9.97, 'unit': 'AQI'}"
2025-06-03T15:44:22.702155,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:22.702215,AQ001,9.97,AQI,,
2025-06-03T15:44:23.702511,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'T001', 'timestamp': '2025-06-03T15:44:23.702454', 'value': 32.48, 'unit': '°C'}"
2025-06-03T15:44:23.703379,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:23.703442,T001,32.48,°C,,
2025-06-03T15:44:23.703502,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'H001', 'timestamp': '2025-06-03T15:44:23.703482', 'value': 78.31, 'unit': '%'}"
2025-06-03T15:44:23.704039,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:23.704135,H001,78.31,%,,
2025-06-03T15:44:23.704215,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'L001', 'timestamp': '2025-06-03T15:44:23.704180', 'value': 7125.67, 'unit': 'lx'}"
2025-06-03T15:44:23.704677,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:23.704721,L001,7125.67,lx,,
2025-06-03T15:44:23.704772,NETWORK,0,STATUS,INFO,"Wysyłanie pakietu (próba 1): {'sensor_id': 'AQ001', 'timestamp': '2025-06-03T15:44:23.704759', 'value': 4.26, 'unit': 'AQI'}"
2025-06-03T15:44:23.705278,NETWORK,0,STATUS,INFO,ACK otrzymany
2025-06-03T15:44:23.705328,AQ001,4.26,AQI,,
----- KONIEC SESJI -----
